Date,Location of Dumpster,Frequency of Waste Collection (days),Volume of Waste Collected (Tonnes),Volume of Waste Collected (Kg),Types of Waste,Operational Schedule
2024-02-06,West Byebass,1,0.029659572514783447,36.64894366834346,MSW,Tuesday
2024-02-06,Testing Ground,1,0.019717044046303634,13.982276900392549,MSW,Tuesday
2024-02-06,Stadium,1,0.010875155151274539,29.667391845859044,MSW,Tuesday
2024-02-06,Power Line,1,0.015656152853406727,18.804990697974375,MSW,Tuesday
2024-02-06,Kobo,1,0.018279656517596138,19.79071910940717,MSW,Tuesday
2024-02-06,Ota Efun,1,0.01860522490362397,24.345631356195806,MSW,Tuesday
2024-02-06,Aregbe,1,0.013101491167633443,34.43787007388943,MSW,Tuesday
2024-02-06,Igbona,1,0.020486220783371232,17.769314776665023,MSW,Tuesday
2024-02-06,MDS,1,0.024844711639563834,27.220140030117836,MSW,Tuesday
2024-02-07,Owode ede,1,0.014141447295000605,38.800492645087445,MSW,Wednesday
2024-02-07,Abere,1,0.010271422059354109,27.928311835805815,MSW,Wednesday
2024-02-07,Old Garage,1,0.018353071570179423,17.544718796232683,MSW,Wednesday
2024-02-07,Alekuwodo,1,0.024182246119357466,17.16363561034897,MSW,Wednesday
2024-02-07,Odi olowo,1,0.013971888916910083,33.92101967713779,MSW,Wednesday
2024-02-07,Ilesha Garage,1,0.03565055532373726,32.01701819584987,MSW,Wednesday
2024-02-07,Ilesha Road,1,0.015088848137588587,10.131824803074755,MSW,Wednesday
2024-02-07,Oja Oba,1,0.031844397034977955,39.9330716184544,MSW,Wednesday
2024-02-07,Station Road,1,0.025412069291532596,14.774644686359487,MSW,Wednesday
2024-02-07,Dada Estate,1,0.017908307731742068,32.19091315495619,MSW,Wednesday
2024-02-07,Dele Yes Sir,1,0.022685745033269235,38.58041548225752,MSW,Wednesday
2024-02-07,West Byebass,1,0.037945885359028673,28.103890904143103,MSW,Wednesday
2024-02-07,Testing Ground,1,0.012847483888358834,16.577589483351183,MSW,Wednesday
2024-02-07,Stadium,1,0.017198634299928343,39.141322387759466,MSW,Wednesday
2024-02-07,Power Line,1,0.029648911559200845,20.07215250397474,MSW,Wednesday
2024-02-07,Kobo,1,0.030104067493277743,35.90062261551015,MSW,Wednesday
2024-02-07,Ota Efun,1,0.02764180668308678,25.879051292847883,MSW,Wednesday
2024-02-07,Aregbe,1,0.014962691352179688,38.3660387933174,MSW,Wednesday
2024-02-07,Igbona,1,0.03241041601187265,15.015711194573864,MSW,Wednesday
2024-02-07,MDS,1,0.032924026126877864,24.547162444914566,MSW,Wednesday
2024-02-08,Owode ede,1,0.03907114508227665,13.363301340422957,MSW,Thursday
2024-02-08,Abere,1,0.031342309819083224,33.97012366474681,MSW,Thursday
2024-02-08,Old Garage,1,0.033614847130844366,39.15847622013662,MSW,Thursday
2024-02-08,Alekuwodo,1,0.013858786896068443,33.95358088549485,MSW,Thursday
2024-02-08,Odi olowo,1,0.03497889306384848,32.48366493943506,MSW,Thursday
2024-02-08,Ilesha Garage,1,0.028835528732099436,36.92287187530641,MSW,Thursday
2024-02-08,Ilesha Road,1,0.03789408257965632,13.579959149478146,MSW,Thursday
2024-02-08,Oja Oba,1,0.03311200429007902,25.882272080177373,MSW,Thursday
2024-02-08,Station Road,1,0.03329834799506771,38.16118745030593,MSW,Thursday
2024-02-08,Dada Estate,1,0.014610483330241519,35.07490016284645,MSW,Thursday
2024-02-08,Dele Yes Sir,1,0.016278844460396825,17.27757932660363,MSW,Thursday
2024-02-08,West Byebass,1,0.024853668556178175,38.87867412352675,MSW,Thursday
2024-02-08,Testing Ground,1,0.012670348860595298,25.07672915176643,MSW,Thursday
2024-02-08,Stadium,1,0.03043993740554743,36.34400114887683,MSW,Thursday
2024-02-08,Power Line,1,0.013883274846017361,22.722153816093414,MSW,Thursday
2024-02-08,Kobo,1,0.010205883425834976,25.80367571805469,MSW,Thursday
2024-02-08,Ota Efun,1,0.024160801333320655,28.235483907156322,MSW,Thursday
2024-02-08,Aregbe,1,0.012567279933686821,23.279388589586254,MSW,Thursday
2024-02-08,Igbona,1,0.03278682914364671,32.134216505726535,MSW,Thursday
2024-02-08,MDS,1,0.03785961394642199,31.720862966805136,MSW,Thursday
2024-02-09,Owode ede,1,0.022334130923429896,22.763587885951978,MSW,Friday
2024-02-09,Abere,1,0.01781944067639052,34.31464394351954,MSW,Friday
2024-02-09,Old Garage,1,0.012485837566969946,14.298964326400675,MSW,Friday
2024-02-09,Alekuwodo,1,0.013525914445798547,36.55065406349378,MSW,Friday
2024-02-09,Odi olowo,1,0.039169246627059826,21.652069976722185,MSW,Friday
2024-02-09,Ilesha Garage,1,0.03261586674873823,21.84770552590909,MSW,Friday
2024-02-09,Ilesha Road,1,0.016922095885161133,17.352473310017313,MSW,Friday
2024-02-09,Oja Oba,1,0.013173264214742804,25.627501704255963,MSW,Friday
2024-02-09,Station Road,1,0.030281327177421817,32.141000739927,MSW,Friday
2024-02-09,Dada Estate,1,0.0327954920568772,27.657239507157296,MSW,Friday
2024-02-09,Dele Yes Sir,1,0.022158451439038176,16.431016502889143,MSW,Friday
2024-02-09,West Byebass,1,0.01654843528444038,25.119577425643627,MSW,Friday
2024-02-09,Testing Ground,1,0.03883243145206173,10.99768328347462,MSW,Friday
2024-02-09,Stadium,1,0.027791899551697495,29.771015697431825,MSW,Friday
2024-02-09,Power Line,1,0.031528225195772176,37.112124656188,MSW,Friday
2024-02-09,Kobo,1,0.03081562289231348,25.721155442792593,MSW,Friday
2024-02-09,Ota Efun,1,0.017891778551254622,26.135797911072377,MSW,Friday
2024-02-09,Aregbe,1,0.03522667901742441,28.34658276521327,MSW,Friday
2024-02-09,Igbona,1,0.01772585927381675,15.83591618871688,MSW,Friday
2024-02-09,MDS,1,0.02074282257008357,15.361797430005897,MSW,Friday
2024-02-10,Owode ede,1,0.03780094240110769,29.158345375976026,MSW,Saturday
2024-02-10,Abere,1,0.014086633296636099,18.02534248997091,MSW,Saturday
2024-02-10,Old Garage,1,0.019690115857946174,25.40366994869145,MSW,Saturday
2024-02-10,Alekuwodo,1,0.021591000018092235,15.525237674728256,MSW,Saturday
2024-02-10,Odi olowo,1,0.019306440278034576,37.86271899950471,MSW,Saturday
2024-02-10,Ilesha Garage,1,0.03704087901197755,28.25515289466943,MSW,Saturday
2024-02-10,Ilesha Road,1,0.012769462799479193,28.474744993422977,MSW,Saturday
2024-02-10,Oja Oba,1,0.027427859527901007,27.31188029338832,MSW,Saturday
2024-02-10,Station Road,1,0.03856662942789506,26.12306361242193,MSW,Saturday
2024-02-10,Dada Estate,1,0.03853538351157639,26.610248102649475,MSW,Saturday
2024-02-10,Dele Yes Sir,1,0.028760886599081457,26.13736061335184,MSW,Saturday
2024-02-10,West Byebass,1,0.023812220623878493,29.010736599116672,MSW,Saturday
2024-02-10,Testing Ground,1,0.019965127221916196,36.17800454208462,MSW,Saturday
2024-02-10,Stadium,1,0.028872980324184047,32.36091285570235,MSW,Saturday
2024-02-10,Power Line,1,0.03541690375423915,26.01822153315604,MSW,Saturday
2024-02-10,Kobo,1,0.03523205582880512,22.480016310581966,MSW,Saturday
2024-02-10,Ota Efun,1,0.023169312949302776,18.801374022316637,MSW,Saturday
2024-02-10,Aregbe,1,0.013662879269985594,12.65793030038936,MSW,Saturday
2024-02-10,Igbona,1,0.017601078048053817,28.69920644602719,MSW,Saturday
2024-02-10,MDS,1,0.026994941235705977,33.819119930892946,MSW,Saturday
2024-02-11,Owode ede,1,0.015958712766537916,11.176532264398332,MSW,Sunday
2024-02-11,Abere,1,0.039220528095416554,39.30098876524158,MSW,Sunday
2024-02-11,Old Garage,1,0.020150478527787445,27.3614388674648,MSW,Sunday
2024-02-11,Alekuwodo,1,0.01964534034668151,16.50032940517069,MSW,Sunday
2024-02-11,Odi olowo,1,0.015310539559086081,16.057187241729316,MSW,Sunday
2024-02-11,Ilesha Garage,1,0.018131933012603005,13.58191139612752,MSW,Sunday
2024-02-11,Ilesha Road,1,0.03598655895414978,34.421408700433616,MSW,Sunday
2024-02-11,Oja Oba,1,0.01161910240046353,32.27357338429042,MSW,Sunday
2024-02-11,Station Road,1,0.03548883800034176,35.6461174320259,MSW,Sunday
2024-02-11,Dada Estate,1,0.03619549195509243,23.24274483331658,MSW,Sunday
2024-02-11,Dele Yes Sir,1,0.03808009987557818,24.255651100935005,MSW,Sunday
2024-02-11,West Byebass,1,0.03961038835018445,37.46975841291621,MSW,Sunday
2024-02-11,Testing Ground,1,0.010117271639447756,30.17554906231643,MSW,Sunday
2024-02-11,Stadium,1,0.03885001477018088,35.20116312003193,MSW,Sunday
2024-02-11,Power Line,1,0.02339246737241585,35.04741482932119,MSW,Sunday
2024-02-11,Kobo,1,0.021714887208182154,39.639140016038844,MSW,Sunday
2024-02-11,Ota Efun,1,0.03614121422590249,22.13836408667305,MSW,Sunday
2024-02-11,Aregbe,1,0.019773395427174593,21.859517539654416,MSW,Sunday
2024-02-11,Igbona,1,0.03537936711940437,27.508885807335847,MSW,Sunday
2024-02-11,MDS,1,0.032502351423276926,30.944943032294308,MSW,Sunday
2024-02-12,Owode ede,1,0.02013296897612979,12.782481416688034,MSW,Monday
2024-02-12,Abere,1,0.019745143180746248,22.742672068663232,MSW,Monday
2024-02-12,Old Garage,1,0.034633248634918776,28.352448755459235,MSW,Monday
2024-02-12,Alekuwodo,1,0.02615541863814274,19.899382536253466,MSW,Monday
2024-02-12,Odi olowo,1,0.010344162123422538,11.98008533710156,MSW,Monday
2024-02-12,Ilesha Garage,1,0.014791952970630344,15.859793959679509,MSW,Monday
2024-02-12,Ilesha Road,1,0.022276013088725937,19.45337805688142,MSW,Monday
2024-02-12,Oja Oba,1,0.03183012305430119,24.579221646715247,MSW,Monday
2024-02-12,Station Road,1,0.03896808465141797,21.578074109894573,MSW,Monday
2024-02-12,Dada Estate,1,0.028806890202572218,20.61260091493856,MSW,Monday
2024-02-12,Dele Yes Sir,1,0.034921079254309234,12.788888202412165,MSW,Monday
2024-02-12,West Byebass,1,0.033508703460247015,15.731534899925368,MSW,Monday
2024-02-12,Testing Ground,1,0.021102424557727647,33.23169930543792,MSW,Monday
2024-02-12,Stadium,1,0.031856928291495036,19.23435412958831,MSW,Monday
2024-02-12,Power Line,1,0.037282483809919505,37.98516893559312,MSW,Monday
2024-02-12,Kobo,1,0.02274825590338892,24.63576421988487,MSW,Monday
2024-02-12,Ota Efun,1,0.03393304540567862,39.27306589109893,MSW,Monday
2024-02-12,Aregbe,1,0.015645134619830997,15.252879854084028,MSW,Monday
2024-02-12,Igbona,1,0.029798043586412373,35.603949501282976,MSW,Monday
2024-02-12,MDS,1,0.02113297229367283,20.49119215879255,MSW,Monday
2024-02-13,Owode ede,1,0.020821274269213833,29.674118938798113,MSW,Tuesday
2024-02-13,Abere,1,0.028005072215770033,21.227195608295727,MSW,Tuesday
2024-02-13,Old Garage,1,0.023686351997353916,20.89360121130782,MSW,Tuesday
2024-02-13,Alekuwodo,1,0.018300653014070058,16.849905559952,MSW,Tuesday
2024-02-13,Odi olowo,1,0.028413992354439428,21.45331247825695,MSW,Tuesday
2024-02-13,Ilesha Garage,1,0.03451016403090036,13.56725704575931,MSW,Tuesday
2024-02-13,Ilesha Road,1,0.01894360732041384,31.15539964952784,MSW,Tuesday
2024-02-13,Oja Oba,1,0.036332338001988373,26.67730738567296,MSW,Tuesday
2024-02-13,Station Road,1,0.032827482237393506,25.722463720773696,MSW,Tuesday
2024-02-13,Dada Estate,1,0.015265238306525649,34.492573824313816,MSW,Tuesday
2024-02-13,Dele Yes Sir,1,0.03396898395824442,33.05977385902803,MSW,Tuesday
2024-02-13,West Byebass,1,0.03856437460436667,29.60513061896414,MSW,Tuesday
2024-02-13,Testing Ground,1,0.032586186611342695,28.694835599188487,MSW,Tuesday
2024-02-13,Stadium,1,0.017401711430753877,31.539238324834983,MSW,Tuesday
2024-02-13,Power Line,1,0.034831407894323506,23.39897051603829,MSW,Tuesday
2024-02-13,Kobo,1,0.022580395193092483,22.234601485269827,MSW,Tuesday
2024-02-13,Ota Efun,1,0.01572744855813886,16.504142717494737,MSW,Tuesday
2024-02-13,Aregbe,1,0.039001408941274775,24.848747039855976,MSW,Tuesday
2024-02-13,Igbona,1,0.03957222053476102,10.485147122865774,MSW,Tuesday
2024-02-13,MDS,1,0.012432703816683472,23.125357167614055,MSW,Tuesday
2024-02-14,Owode ede,1,0.01618086216896849,36.13085535220209,MSW,Wednesday
2024-02-14,Abere,1,0.019700275926557292,24.288629063898682,MSW,Wednesday
2024-02-14,Old Garage,1,0.013768375768860423,23.006763872837205,MSW,Wednesday
2024-02-14,Alekuwodo,1,0.022178125129058972,14.664596476431017,MSW,Wednesday
2024-02-14,Odi olowo,1,0.02001122484039928,12.882006263450704,MSW,Wednesday
2024-02-14,Ilesha Garage,1,0.03764735499854207,31.464814165506507,MSW,Wednesday
2024-02-14,Ilesha Road,1,0.0387059659840975,19.448786893873397,MSW,Wednesday
2024-02-14,Oja Oba,1,0.03810901116160192,11.212232804059477,MSW,Wednesday
2024-02-14,Station Road,1,0.0374007108245854,20.82283972344989,MSW,Wednesday
2024-02-14,Dada Estate,1,0.031040312396960583,30.41421754913415,MSW,Wednesday
2024-02-14,Dele Yes Sir,1,0.030484135867635924,15.37721672557167,MSW,Wednesday
2024-02-14,West Byebass,1,0.015497835473455852,16.696855742265374,MSW,Wednesday
2024-02-14,Testing Ground,1,0.03399707790754596,14.986186092181779,MSW,Wednesday
2024-02-14,Stadium,1,0.01135095184101501,20.406254312781925,MSW,Wednesday
2024-02-14,Power Line,1,0.010680097375018937,10.32394333364871,MSW,Wednesday
2024-02-14,Kobo,1,0.022589555191039522,12.146144501692397,MSW,Wednesday
2024-02-14,Ota Efun,1,0.019245719243436078,27.753724598475287,MSW,Wednesday
2024-02-14,Aregbe,1,0.015262973767705752,18.10209453981033,MSW,Wednesday
2024-02-14,Igbona,1,0.03159322285529463,33.22082048013934,MSW,Wednesday
2024-02-14,MDS,1,0.010078756262938308,35.514711652806916,MSW,Wednesday
2024-02-15,Owode ede,1,0.035892826254227794,30.193449609572475,MSW,Thursday
2024-02-15,Abere,1,0.023477760115471733,29.95059315850979,MSW,Thursday
2024-02-15,Old Garage,1,0.018704166089500058,38.376015160946935,MSW,Thursday
2024-02-15,Alekuwodo,1,0.019542270996741606,10.937141395423474,MSW,Thursday
2024-02-15,Odi olowo,1,0.026468490626139603,31.427098405506833,MSW,Thursday
2024-02-15,Ilesha Garage,1,0.023782205611819304,20.305634074025285,MSW,Thursday
2024-02-15,Ilesha Road,1,0.015910965242377784,21.83907060602479,MSW,Thursday
2024-02-15,Oja Oba,1,0.014002602867324923,28.630243340102123,MSW,Thursday
2024-02-15,Station Road,1,0.025784387083255055,39.33987702421495,MSW,Thursday
2024-02-15,Dada Estate,1,0.02525348818250426,32.77392622106369,MSW,Thursday
2024-02-15,Dele Yes Sir,1,0.013928436295501417,14.414258392197041,MSW,Thursday
2024-02-15,West Byebass,1,0.014500693934718398,35.29775836882569,MSW,Thursday
2024-02-15,Testing Ground,1,0.03510068003247419,25.82413759255237,MSW,Thursday
2024-02-15,Stadium,1,0.01029961454572224,14.888196586419578,MSW,Thursday
2024-02-15,Power Line,1,0.011534271833834642,25.54201457087405,MSW,Thursday
2024-02-15,Kobo,1,0.03276399054745983,26.298537149503282,MSW,Thursday
2024-02-15,Ota Efun,1,0.030660636434918835,30.59330306256038,MSW,Thursday
2024-02-15,Aregbe,1,0.03299367129471341,38.39056721170358,MSW,Thursday
2024-02-15,Igbona,1,0.012681967551676533,25.594822872511404,MSW,Thursday
2024-02-15,MDS,1,0.02642347051686103,21.254378223682565,MSW,Thursday
2024-02-16,Owode ede,1,0.029432039217913063,16.002905641066008,MSW,Friday
2024-02-16,Abere,1,0.0249079742583488,28.74328259027414,MSW,Friday
2024-02-16,Old Garage,1,0.013015543593002728,22.153082641631677,MSW,Friday
2024-02-16,Alekuwodo,1,0.01692184339070879,21.787117491588788,MSW,Friday
2024-02-16,Odi olowo,1,0.025665478525889178,21.788470513405606,MSW,Friday
2024-02-16,Ilesha Garage,1,0.020772813014266842,13.637669480409539,MSW,Friday
2024-02-16,Ilesha Road,1,0.015613453631638458,26.085401932279705,MSW,Friday
2024-02-16,Oja Oba,1,0.03051478080402078,16.195621788773195,MSW,Friday
2024-02-16,Station Road,1,0.015665755120147215,29.453729256510194,MSW,Friday
2024-02-16,Dada Estate,1,0.036805249129448755,25.580787097534195,MSW,Friday
2024-02-16,Dele Yes Sir,1,0.01802650958535757,11.78124057499907,MSW,Friday
2024-02-16,West Byebass,1,0.03761236572409167,24.6481183058036,MSW,Friday
2024-02-16,Testing Ground,1,0.01612672440569364,26.518890718390253,MSW,Friday
2024-02-16,Stadium,1,0.014051942702091386,12.968060654972042,MSW,Friday
2024-02-16,Power Line,1,0.03459407475266069,34.90349465733972,MSW,Friday
2024-02-16,Kobo,1,0.021137969222166934,22.049613070858577,MSW,Friday
2024-02-16,Ota Efun,1,0.012296200939365863,11.649433950427214,MSW,Friday
2024-02-16,Aregbe,1,0.016584786723054537,23.84225905869515,MSW,Friday
2024-02-16,Igbona,1,0.036851074180718514,17.20370658645521,MSW,Friday
2024-02-16,MDS,1,0.02814704621635631,29.264279115980937,MSW,Friday
2024-02-17,Owode ede,1,0.016818081257702882,36.69868249827178,MSW,Saturday
2024-02-17,Abere,1,0.03906211070941999,19.3035372406071,MSW,Saturday
2024-02-17,Old Garage,1,0.023702840257565305,31.6912529313503,MSW,Saturday
2024-02-17,Alekuwodo,1,0.02704280597887896,27.88414027469685,MSW,Saturday
2024-02-17,Odi olowo,1,0.031320236652424595,19.404576395197722,MSW,Saturday
2024-02-17,Ilesha Garage,1,0.03453411243711607,19.258147483914364,MSW,Saturday
2024-02-17,Ilesha Road,1,0.03479749041638715,37.41362229365632,MSW,Saturday
2024-02-17,Oja Oba,1,0.014072950357833989,14.190037181525181,MSW,Saturday
2024-02-17,Station Road,1,0.03256420504197801,14.82379163101605,MSW,Saturday
2024-02-17,Dada Estate,1,0.028018643578469907,29.71121985516679,MSW,Saturday
2024-02-17,Dele Yes Sir,1,0.02057351894316276,39.00639824857606,MSW,Saturday
2024-02-17,West Byebass,1,0.03755969735924223,14.722255024643143,MSW,Saturday
2024-02-17,Testing Ground,1,0.015010698340507864,34.06626189324935,MSW,Saturday
2024-02-17,Stadium,1,0.013157828249012102,37.538853572959866,MSW,Saturday
2024-02-17,Power Line,1,0.029044892069015442,27.69949410621178,MSW,Saturday
2024-02-17,Kobo,1,0.032956915229239055,19.925897974063577,MSW,Saturday
2024-02-17,Ota Efun,1,0.013864084711494046,18.3414362264178,MSW,Saturday
2024-02-17,Aregbe,1,0.01211425727063897,32.74425153514542,MSW,Saturday
2024-02-17,Igbona,1,0.021707006657368327,33.908356321175006,MSW,Saturday
2024-02-17,MDS,1,0.012085871635258018,20.87465010679655,MSW,Saturday
2024-02-18,Owode ede,1,0.03956640454482661,15.241123982131011,MSW,Sunday
2024-02-18,Abere,1,0.02051615894933976,31.53264866005748,MSW,Sunday
2024-02-18,Old Garage,1,0.011414698838377963,19.117370870670314,MSW,Sunday
2024-02-18,Alekuwodo,1,0.03343621896201089,31.687348598665974,MSW,Sunday
2024-02-18,Odi olowo,1,0.036517885827587485,14.933556788407252,MSW,Sunday
2024-02-18,Ilesha Garage,1,0.03532418044152705,36.02531312683989,MSW,Sunday
2024-02-18,Ilesha Road,1,0.023405843319900033,15.877784280099693,MSW,Sunday
2024-02-18,Oja Oba,1,0.0365458490220192,35.43442144079388,MSW,Sunday
2024-02-18,Station Road,1,0.010785136381669655,27.238487719514215,MSW,Sunday
2024-02-18,Dada Estate,1,0.016730069024696544,34.51003052116213,MSW,Sunday
2024-02-18,Dele Yes Sir,1,0.014180728830317407,19.209407206563284,MSW,Sunday
2024-02-18,West Byebass,1,0.03387511716851673,21.181555380488636,MSW,Sunday
2024-02-18,Testing Ground,1,0.03531488894438934,16.36244028025228,MSW,Sunday
2024-02-18,Stadium,1,0.03972740146563072,32.606028393595835,MSW,Sunday
2024-02-18,Power Line,1,0.035421057702220225,28.785779746409855,MSW,Sunday
2024-02-18,Kobo,1,0.039451425007770574,31.107118263799954,MSW,Sunday
2024-02-18,Ota Efun,1,0.021655230638433665,22.992229640383393,MSW,Sunday
2024-02-18,Aregbe,1,0.035942236890121354,24.233773401360402,MSW,Sunday
2024-02-18,Igbona,1,0.019000624759256724,36.40572482977992,MSW,Sunday
2024-02-18,MDS,1,0.020785915498119305,27.776738673679475,MSW,Sunday
2024-02-19,Owode ede,1,0.017762971589767126,27.67705915933892,MSW,Monday
2024-02-19,Abere,1,0.01566228953273306,32.67159178049201,MSW,Monday
2024-02-19,Old Garage,1,0.015013771218295387,22.739389207702487,MSW,Monday
2024-02-19,Alekuwodo,1,0.017638474931516962,21.88656109453003,MSW,Monday
2024-02-19,Odi olowo,1,0.015530228657709444,18.667986764724787,MSW,Monday
2024-02-19,Ilesha Garage,1,0.02509945386834849,10.70312544217568,MSW,Monday
2024-02-19,Ilesha Road,1,0.02872203627512665,16.424400126787518,MSW,Monday
2024-02-19,Oja Oba,1,0.03137807666654943,36.53378474756404,MSW,Monday
2024-02-19,Station Road,1,0.020459395628511637,24.17634291256711,MSW,Monday
2024-02-19,Dada Estate,1,0.013890114407127889,37.114080812665186,MSW,Monday
2024-02-19,Dele Yes Sir,1,0.011294280174965633,11.485980192502002,MSW,Monday
2024-02-19,West Byebass,1,0.021101982421313396,19.355325322417833,MSW,Monday
2024-02-19,Testing Ground,1,0.010362836662777718,39.86575879372136,MSW,Monday
2024-02-19,Stadium,1,0.026043572642259906,19.560841547923932,MSW,Monday
2024-02-19,Power Line,1,0.037833000347429334,38.89466375926541,MSW,Monday
2024-02-19,Kobo,1,0.0243138162784714,39.22185553848318,MSW,Monday
2024-02-19,Ota Efun,1,0.01999573491327094,18.99970583806068,MSW,Monday
2024-02-19,Aregbe,1,0.02823166720045449,35.980268978200584,MSW,Monday
2024-02-19,Igbona,1,0.018360391137379754,32.53337338796554,MSW,Monday
2024-02-19,MDS,1,0.022555933896353086,32.1448285707996,MSW,Monday
2024-02-20,Owode ede,1,0.03256195678754484,28.02964917509825,MSW,Tuesday
2024-02-20,Abere,1,0.011189712740821945,39.02484443945788,MSW,Tuesday
2024-02-20,Old Garage,1,0.022076624762210454,18.602622207319605,MSW,Tuesday
2024-02-20,Alekuwodo,1,0.03359184748995504,38.534748332556205,MSW,Tuesday
2024-02-20,Odi olowo,1,0.027503970676453895,10.931732957842211,MSW,Tuesday
2024-02-20,Ilesha Garage,1,0.027461581840476493,33.21732599979397,MSW,Tuesday
2024-02-20,Ilesha Road,1,0.039506741205485967,17.4438422108298,MSW,Tuesday
2024-02-20,Oja Oba,1,0.03813208418325224,33.301629973010066,MSW,Tuesday
2024-02-20,Station Road,1,0.011485150902939854,34.28436802051474,MSW,Tuesday
2024-02-20,Dada Estate,1,0.037717579271357465,36.774709719459835,MSW,Tuesday
2024-02-20,Dele Yes Sir,1,0.03738856974778058,18.880317209094056,MSW,Tuesday
2024-02-20,West Byebass,1,0.019835416789588937,36.475077554001714,MSW,Tuesday
2024-02-20,Testing Ground,1,0.013343204731715037,27.16846677503926,MSW,Tuesday
2024-02-20,Stadium,1,0.01777445171691631,15.186254151514571,MSW,Tuesday
2024-02-20,Power Line,1,0.0162321441838289,16.018509558528734,MSW,Tuesday
2024-02-20,Kobo,1,0.017035925259171542,10.347797751587045,MSW,Tuesday
2024-02-20,Ota Efun,1,0.0177855065348034,37.011683937296475,MSW,Tuesday
2024-02-20,Aregbe,1,0.029519783314154564,39.80936458957509,MSW,Tuesday
2024-02-20,Igbona,1,0.023327703275856253,26.633889745484588,MSW,Tuesday
2024-02-20,MDS,1,0.03653347218845961,25.634664278232083,MSW,Tuesday
2024-02-21,Owode ede,1,0.03334209184794747,35.043433476911886,MSW,Wednesday
2024-02-21,Abere,1,0.026279230807271854,24.396160491402547,MSW,Wednesday
2024-02-21,Old Garage,1,0.0367305250113595,39.63824420131793,MSW,Wednesday
2024-02-21,Alekuwodo,1,0.029472721025857872,37.62462389914054,MSW,Wednesday
2024-02-21,Odi olowo,1,0.018768488684959072,18.194007345497937,MSW,Wednesday
2024-02-21,Ilesha Garage,1,0.028359002804751454,22.925625448586004,MSW,Wednesday
2024-02-21,Ilesha Road,1,0.03225195760814127,28.111677480178052,MSW,Wednesday
2024-02-21,Oja Oba,1,0.01432106262968219,30.03778932751105,MSW,Wednesday
2024-02-21,Station Road,1,0.011175723525875316,37.100819619600706,MSW,Wednesday
2024-02-21,Dada Estate,1,0.03102892886426596,19.849904847745158,MSW,Wednesday
2024-02-21,Dele Yes Sir,1,0.023738066639937983,23.19529347307788,MSW,Wednesday
2024-02-21,West Byebass,1,0.015107506488673868,28.85806240915666,MSW,Wednesday
2024-02-21,Testing Ground,1,0.014465456944255387,29.972217006738656,MSW,Wednesday
2024-02-21,Stadium,1,0.013462264735822902,10.16325981936838,MSW,Wednesday
2024-02-21,Power Line,1,0.03136698460845289,11.29509580593778,MSW,Wednesday
2024-02-21,Kobo,1,0.02588062035495855,25.719008729332405,MSW,Wednesday
2024-02-21,Ota Efun,1,0.016273252096877404,16.01786801923511,MSW,Wednesday
2024-02-21,Aregbe,1,0.020962601701254,36.63520452290037,MSW,Wednesday
2024-02-21,Igbona,1,0.029368847351072085,38.93973689506625,MSW,Wednesday
2024-02-21,MDS,1,0.022102659965847368,20.57652259287074,MSW,Wednesday
2024-02-22,Owode ede,1,0.020290887803093835,29.64714556828012,MSW,Thursday
2024-02-22,Abere,1,0.03421990625915037,34.01916452102493,MSW,Thursday
2024-02-22,Old Garage,1,0.036773121737089944,33.178194144423564,MSW,Thursday
2024-02-22,Alekuwodo,1,0.03214357185344826,38.440907615486225,MSW,Thursday
2024-02-22,Odi olowo,1,0.037542269975925927,18.47326430502782,MSW,Thursday
2024-02-22,Ilesha Garage,1,0.02131799610646387,11.538895502223221,MSW,Thursday
2024-02-22,Ilesha Road,1,0.02503361762419265,13.41369977511409,MSW,Thursday
2024-02-22,Oja Oba,1,0.03294352371098133,32.907556586472296,MSW,Thursday
2024-02-22,Station Road,1,0.038880978428863316,24.563432944947547,MSW,Thursday
2024-02-22,Dada Estate,1,0.010984703568286626,26.422878860317507,MSW,Thursday
2024-02-22,Dele Yes Sir,1,0.028042463853604607,10.10098152936848,MSW,Thursday
2024-02-22,West Byebass,1,0.019245833653475194,18.107978190399933,MSW,Thursday
2024-02-22,Testing Ground,1,0.015599723780016037,15.315336630114981,MSW,Thursday
2024-02-22,Stadium,1,0.021865895784377573,12.489514863179856,MSW,Thursday
2024-02-22,Power Line,1,0.014465904712911381,38.80135455259639,MSW,Thursday
2024-02-22,Kobo,1,0.028554327707581866,21.374619891868804,MSW,Thursday
2024-02-22,Ota Efun,1,0.029135257016141634,35.139039777266476,MSW,Thursday
2024-02-22,Aregbe,1,0.02452199882083362,26.818067126536782,MSW,Thursday
2024-02-22,Igbona,1,0.017604331891288412,12.05516606845908,MSW,Thursday
2024-02-22,MDS,1,0.01704503275814921,30.32213315695649,MSW,Thursday
2024-02-23,Owode ede,1,0.013338832377630293,25.66383880519081,MSW,Friday
2024-02-23,Abere,1,0.01331294420209386,12.00404572937319,MSW,Friday
2024-02-23,Old Garage,1,0.018248025580873767,32.174018995987296,MSW,Friday
2024-02-23,Alekuwodo,1,0.013571863512556596,23.205290067438757,MSW,Friday
2024-02-23,Odi olowo,1,0.033039362362228576,18.591439942805607,MSW,Friday
2024-02-23,Ilesha Garage,1,0.02706569965929343,27.998621394132886,MSW,Friday
2024-02-23,Ilesha Road,1,0.024352424077969035,28.02298802141443,MSW,Friday
